,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
562,J1244-6531,J1244-6531,12:44:38.3,-65:31:12,54196.50,0.646488,-3.001e-15,*,54196.50,388.00,30.00,21.000,*,*,0.17,*,*,*
563,J1245-6238,J1245-6238,12:45:21.1,-62:38:55.9,51206.00,0.438002,-2.095e-15,*,51206.00,336.20,14.63,62.000,*,*,0.14,*,*,*
564,J1246+22,J1246+22,12:46:38,+22:53,*,2.110462,*,*,*,17.90,1.77,21.000,*,29.00,*,*,*,*
565,J1248-6344,J1248-6344,12:48:46.3,-63:44:09.6,51451.00,5.041971,-4.301e-13,*,51451.00,433.30,23.99,12.000,*,*,0.12,*,*,*
566,J1248-6444,J1248-6444,12:48:32.8,-64:44:00.0,56715.00,0.809786,-1.267e-15,*,56715.00,236.40,9.55,54.300,78.500,*,0.15,*,*,*
567,J1249-6507,J1249-6507,12:49:54.3,-65:07:19.8,51724.00,2.301788,-6.411e-17,*,51724.00,215.00,8.51,11.000,*,*,0.10,*,*,*
568,J1251-7407,J1251-7407,12:51:52.9,-74:07:15.0,55332.00,3.057564,-3.413e-15,*,55332.00,89.81,5.22,*,*,*,*,*,*,*
569,J1252-6314,J1252-6314,12:52:42.6,-63:14:32.7,51155.00,1.214566,-1.600e-16,*,51155.00,278.40,11.00,20.000,41.000,*,0.66,*,*,*
570,J1253-5820,J1253-5820,12:53:28.3,-58:20:40.8,49020.00,3.913951,-3.216e-14,*,49020.00,100.58,2.94,4.400,13.000,20.00,3.50,*,*,*
571,J1254-6150,J1254-6150,12:54:32.4,-61:50:50.8,51368.00,5.419989,-1.833e-14,*,51368.00,95.00,2.24,3.500,*,*,0.15,*,*,*
572,J1255-46,J1255-46,12:55,*,*,19.230769,*,*,*,42.90,1.87,*,*,*,*,*,*,*
573,J1255-6131,J1255-6131,12:55:54.8,-61:31:10.1,51449.00,1.519818,-9.239e-15,*,51449.00,206.50,7.36,8.600,21.000,*,0.13,*,*,*
574,J1255-62,J1255-62,12:55:18,-62:48,*,5.467125,*,*,*,713.00,30.00,34.800,65.000,*,0.13,*,*,*
575,B1254-10,J1257-1027,12:57:04.7,-10:27:05.8,49667.00,1.619938,-9.518e-16,5.000e-28,49667.00,29.63,2.22,6.000,27.100,12.00,1.20,-1.70,*,*
576,B1256-67,J1259-6741,12:59:22.7,-67:41:40,43564.90,1.507547,-2.741e-15,*,43564.90,94.70,2.72,14.000,35.000,4.50,1.30,*,*,*
577,B1257+12,J1300+1240,13:00:03.5,+12:40:56.4,49750.00,160.809659,-2.957e-15,*,49750.00,10.17,0.60,0.660,1.400,20.00,2.00,-1.80,*,*
578,J1301+0833,J1301+0833,13:01:38.2,+08:33:57.5,*,543.478261,*,*,*,13.20,0.91,*,*,*,*,*,*,*
579,J1301-6305,J1301-6305,13:01:45.7,-63:05:33.9,51206.00,5.419229,-7.834e-12,2.300e-22,51206.00,374.00,15.84,28.000,*,*,0.46,*,*,*
580,J1301-6310,J1301-6310,13:01:28.3,-63:10:40.5,51487.00,1.506411,-1.281e-13,*,51487.00,86.10,2.06,11.000,*,*,0.11,*,*,*
581,J1302-32,J1302-32,13:02,-32:00,*,265.251989,*,*,*,26.20,1.86,*,*,0.50,*,*,HE,*
582,J1302-63,J1302-63,13:02:04,-63:44:53,50571.00,3.070081,*,*,50571.00,875.00,30.00,7.000,*,*,0.10,*,*,*
583,J1302-6313,J1302-6313,13:02:19.2,-63:13:29,51342.00,1.033222,-6.758e-15,*,51342.00,500.00,28.06,93.000,*,*,0.18,*,*,*
584,B1259-63,J1302-6350,13:02:47.6,-63:50:08.6,55000.00,20.936924,-9.989e-13,-2.110e-24,50357.00,146.72,2.30,23.000,30.100,*,1.70,*,*,1
585,J1303-6305,J1303-6305,13:03:00.0,-63:05:00.8,51138.00,0.433531,-4.100e-16,*,51138.00,343.00,13.62,38.000,78.000,*,0.36,*,*,*
586,J1305-6203,J1305-6203,13:05:20.9,-62:03:21.6,51138.00,2.337749,-1.756e-13,*,51138.00,470.00,24.07,16.000,*,*,0.62,*,*,*
587,J1305-6256,J1305-6256,13:05:28.0,-62:56:39,51138.00,2.091040,-9.240e-15,*,51138.00,967.00,30.00,19.000,*,*,0.32,*,*,*
588,B1302-64,J1305-6455,13:05:23.7,-64:55:26.3,43555.70,1.749331,-1.234e-14,*,43555.70,505.00,30.00,19.000,50.000,29.00,1.60,*,*,*
589,J1305-66,J1305-66,13:05:36,-66:39,51559.70,5.069033,*,*,51559.70,316.10,26.41,*,*,*,0.20,*,*,*
590,J1306-6242,J1306-6242,13:06:44.6,-62:42:03,51448.00,1.018431,-6.078e-15,*,51448.00,480.00,22.63,33.000,*,*,0.14,*,*,*
591,B1303-66,J1306-6617,13:06:38.1,-66:17:21.8,48394.50,2.114047,-2.670e-14,*,48394.50,436.90,29.16,23.000,59.000,*,2.50,*,*,*
592,J1307-6318,J1307-6318,13:07:54.7,-63:18:35,51206.00,0.201514,-8.580e-16,*,51206.00,374.00,14.45,505.000,*,*,1.40,*,*,*
593,J1307-67,J1307-67,13:07:41,-67:03:27,*,0.273883,*,*,*,44.00,1.64,2.000,*,*,*,*,RRAT,*
594,J1308+2127,J1308+2127,13:08:48.2,+21:27:06.7,53415.68,0.096969,-1.053e-15,*,53415.68,*,*,*,*,*,*,*,"XINS,NRAD",*
595,J1308-4650,J1308-4650,13:08:44.5,-46:50:29.7,53000.00,0.944436,-4.691e-16,*,53000.00,66.00,4.91,54.600,69.900,*,*,*,*,*
596,J1308-5844,J1308-5844,13:08:21.0,-58:44:13.8,51560.00,2.151927,-4.001e-14,*,51560.00,205.60,8.86,5.900,15.000,*,0.21,*,*,*
597,J1309-6415,J1309-6415,13:09:16.6,-64:15:59,51303.00,1.614326,-2.290e-14,*,51303.00,574.00,30.00,26.000,*,*,0.21,*,*,*
598,J1309-6526,J1309-6526,13:09:00.2,-65:26:16.6,51767.00,2.510720,-1.160e-16,*,51767.00,340.00,19.94,10.000,*,*,0.15,*,*,*
599,B1309-12,J1311-1228,13:11:52.6,-12:28:01.6,49667.00,2.234548,-7.533e-16,-1.800e-27,49667.00,36.21,2.30,6.700,16.200,4.00,0.50,-1.80,*,*
600,J1311-3430,J1311-3430,13:11:45.7,-34:30:30.3,55266.91,390.568393,-3.198e-15,*,55266.91,37.84,3.72,*,*,*,*,*,HE,*
601,J1312+0051,J1312+0051,13:12,+00:51,*,236.406619,*,*,*,15.30,1.15,*,*,*,*,*,*,*
602,B1310+18,J1312+1810,13:12:55,+18:10,47060.70,30.153936,*,*,47060.70,24.00,17.20,3.200,4.400,1.00,*,-2.80,*,*
603,B1309-53,J1312-5402,13:12:04.6,-54:02:42,43557.74,1.373335,-2.791e-16,*,43557.74,133.00,9.65,33.000,52.000,15.00,*,*,*,*
604,B1309-55,J1312-5516,13:12:53.8,-55:16:47.1,43556.84,1.177529,-7.912e-15,*,43556.84,134.10,6.75,23.000,41.000,16.00,*,*,*,*
605,J1312-6400,J1312-6400,13:12:07.1,-64:00:55.6,51303.00,0.410268,-1.150e-16,*,51303.00,93.00,2.21,34.000,61.000,*,0.75,*,*,*
606,J1313+0931,J1313+0931,13:13:23.0,+09:31:56,50984.50,1.177950,-1.110e-15,*,50984.50,12.00,0.78,*,*,3.50,0.16,-2.60,*,*
607,J1314-6101,J1314-6101,13:14:23.4,-61:01:16,51396.00,0.339168,-1.346e-15,*,51396.00,309.00,9.60,59.000,86.000,*,0.41,*,*,*
608,J1316-6232,J1316-6232,13:16:46.3,-62:32:12.2,49800.00,2.916937,-4.507e-14,*,49800.00,983.30,30.00,119.000,180.000,*,0.74,*,*,*
609,J1317-5759,J1317-5759,13:17:46.2,-57:59:30.5,53911.00,0.378473,-1.799e-15,*,53911.00,145.30,5.55,12.000,*,*,*,*,RRAT,*
610,J1317-6302,J1317-6302,13:17:44.6,-63:02:52.2,51138.00,3.827450,-1.500e-15,*,51138.00,678.10,30.00,12.000,*,*,0.99,*,*,*
611,B1316-60,J1319-6056,13:19:20.2,-60:56:46.6,47910.80,3.516775,-1.888e-14,*,47910.80,400.94,12.64,6.900,15.000,*,1.20,*,*,*
612,J1319-6105,J1319-6105,13:19:26.3,-61:05:26.2,51709.00,2.374631,-8.465e-15,*,51709.00,442.20,14.88,13.000,26.000,*,0.84,*,*,*
613,J1320-3512,J1320-3512,13:20:12.6,-35:12:26.0,48734.00,2.181080,-9.039e-18,*,48734.00,16.42,0.93,50.000,90.000,7.00,*,*,*,*
614,B1317-53,J1320-5359,13:20:53.9,-53:59:06.3,46916.00,3.574887,-1.183e-13,*,46800.00,97.60,4.23,8.000,17.000,18.00,*,*,*,*
615,J1320+67,J1320+67,13:20,+67:30,*,0.972176,*,*,*,28.00,2.33,*,*,1.40,*,*,*,*
616,J1321-5922,J1321-5922,13:21:39.5,-59:22:52.1,54212.00,0.781826,-1.449e-15,*,54212.00,383.00,30.00,26.000,*,*,0.19,*,*,*
617,B1322+83,J1321+8323,13:21:46.1,+83:23:38.9,48889.00,1.492454,-1.261e-15,-5.400e-27,48889.00,13.31,0.77,19.600,38.100,22.40,0.90,-1.70,*,*
618,J1322-62,J1322-62,13:22:54,-62:51,50591.60,0.957074,*,*,50591.60,733.60,30.00,*,*,*,0.30,*,*,*
619,J1322-6241,J1322-6241,13:22:32.1,-62:41:53.5,51138.00,1.976056,-1.010e-14,*,51138.00,618.80,19.91,8.700,19.000,*,0.37,*,*,*
620,J1322-6329,J1322-6329,13:22:18.0,-63:29:37,51456.00,0.361767,-1.450e-15,*,51456.00,659.00,30.00,34.000,*,*,0.17,*,*,*
621,J1324-6146,J1324-6146,13:24:43.9,-61:46:00,51397.00,1.184682,-7.831e-15,*,51397.00,828.00,30.00,72.000,*,*,0.73,*,*,*
622,J1324-6302,J1324-6302,13:24:13.6,-63:02:21.1,51523.00,0.402608,-1.587e-16,*,51523.00,497.00,11.03,18.000,*,*,0.23,*,*,*
623,B1323-58,J1326-5859,13:26:58.2,-58:59:29.1,47781.79,2.092090,-1.417e-14,*,47781.79,287.30,3.00,7.600,23.000,120.00,9.90,*,*,*
624,B1323-63,J1326-6408,13:26:32.6,-64:08:44,43558.73,1.261559,-4.939e-15,*,43558.73,502.70,15.70,11.000,46.000,18.00,1.40,*,*,*
625,B1322-66,J1326-6700,13:26:03.2,-67:00:51,43555.71,1.841592,-1.801e-14,*,43555.71,209.60,8.50,42.000,56.000,28.00,11.00,*,*,*
626,J1327-0755,J1327-0755,13:27:57.5,-07:55:29.8,55131.00,373.423704,-2.472e-15,*,55131.00,27.91,2.17,0.131,*,*,*,*,*,*
627,B1323-62,J1327-6222,13:27:17.4,-62:22:44.6,47781.81,1.887102,-6.723e-14,*,47781.81,318.80,4.00,11.000,19.000,135.00,16.00,*,*,*
628,B1323-627,J1327-6301,13:27:07.4,-63:01:15.3,47910.80,5.089611,-3.962e-14,*,47910.80,294.91,6.50,6.700,30.000,*,3.20,*,*,*
629,J1327-6400,J1327-6400,13:27:10.2,-64:00:13.1,51206.00,3.562802,-3.958e-13,*,51206.00,680.90,30.00,13.000,120.000,*,0.36,*,*,*
630,B1325-43,J1328-4357,13:28:06.4,-43:57:44.1,51360.00,1.877233,-1.062e-14,*,43613.53,42.00,2.29,11.000,19.000,18.00,2.00,*,*,1
631,B1325-49,J1328-4921,13:28:33.5,-49:21:33.4,43557.83,0.676260,-2.790e-16,*,43557.83,118.00,7.78,20.000,80.000,11.00,*,*,*,*
632,J1329-6158,J1329-6158,13:29:03.3,-61:58:59,51490.00,0.638889,-1.384e-14,*,51490.00,514.00,8.11,31.000,*,*,0.22,*,*,*
633,J1331-5245,J1331-5245,13:31:00.0,-52:45:25.4,55195.00,1.542932,-1.214e-15,*,55195.00,148.40,10.50,*,*,*,*,*,*,*
634,J1332-03,J1332-03,13:32,-03:26,*,0.903832,*,*,*,27.10,2.07,*,*,*,*,*,RRAT,*
635,J1332-3032,J1332-3032,13:32:52.4,-30:32:17.3,50625.78,1.537434,-1.324e-15,2.500e-26,50625.78,15.10,0.87,34.000,266.000,9.00,0.30,*,*,*
636,J1333-4449,J1333-4449,13:33:44.8,-44:49:26.2,53000.00,2.893494,-4.521e-18,*,53000.00,44.30,2.32,2.400,9.700,*,*,*,*,*
637,J1334-5839,J1334-5839,13:34:30.1,-58:39:16.5,48959.00,9.283481,-1.861e-15,*,48959.00,119.30,3.89,4.100,10.000,18.00,0.62,*,*,*
638,J1335-3642,J1335-3642,13:35:36,-36:42,50400.00,2.505060,*,*,50400.00,41.70,4.11,30.000,50.000,10.00,*,*,*,*
639,J1337-6306,J1337-6306,13:37:20.3,-63:06:23.3,51900.00,4.808779,-8.228e-15,*,51900.00,777.70,16.01,12.000,*,*,0.11,*,*,*
640,J1337-6423,J1337-6423,13:37:31.8,-64:23:04.9,55234.70,106.118735,-2.780e-16,*,55234.70,259.20,6.30,0.730,1.360,*,0.29,*,*,*
641,B1334-61,J1338-6204,13:38:09.3,-62:04:18.7,48375.50,0.807109,-9.025e-15,*,48375.50,640.30,8.16,93.000,145.000,*,3.80,*,*,*
642,J1339-4712,J1339-4712,13:39:56.5,-47:12:05.5,53000.00,7.296359,-2.822e-17,*,53000.00,39.90,1.77,2.500,4.900,*,*,*,*,*
643,J1339-6618,J1339-6618,13:39:56.6,-66:18:07.8,51760.00,1.791539,-1.123e-15,*,51760.00,241.00,7.62,26.000,*,*,0.23,*,*,*
644,B1336-64,J1340-6456,13:40:00.3,-64:56:42.9,43564.94,2.641156,-3.524e-14,*,43564.94,76.99,1.92,14.000,26.000,9.00,1.10,*,*,*
645,J1341-6023,J1341-6023,13:41:07.3,-60:23:34.7,51280.00,1.594171,-4.946e-14,*,51280.00,364.60,7.03,9.200,19.000,*,0.63,*,*,*
646,B1338-62,J1341-6220,13:41:42.6,-62:20:20.7,50859.00,5.172242,-6.771e-12,-1.000e-23,50859.00,717.30,8.55,12.000,41.000,*,1.90,*,*,12
647,J1342+2822A,J1342+2822A,13:42:11,+28:22:32,52770.00,392.927308,*,*,52770.00,26.50,9.90,0.240,*,*,0.01,*,*,*
648,J1342+2822B,J1342+2822B,13:42:11.0,+28:22:40.1,52770.00,418.511473,-3.254e-15,*,52770.00,26.15,9.90,0.200,*,*,0.01,*,*,*
649,J1342+2822C,J1342+2822C,13:42:11,+28:22:32,52770.00,461.680517,*,*,52770.00,26.50,9.90,0.240,*,*,0.01,*,*,*
650,J1342+2822D,J1342+2822D,13:42:10.2,+28:22:36,52770.00,183.723050,*,*,52770.00,26.36,9.90,0.500,*,*,0.01,*,*,*
651,J1344-6059,J1344-6059,13:44:39.6,-60:59:31,51676.00,1.851501,-1.474e-16,*,51676.00,435.00,7.17,29.000,*,*,0.19,*,*,*
652,J1345-6115,J1345-6115,13:45:44.4,-61:15:30.6,51138.00,0.798031,-2.070e-15,*,51138.00,278.10,5.87,27.000,40.000,*,0.59,*,*,*
653,J1346-4918,J1346-4918,13:46:22.3,-49:18:07.2,55000.00,3.337504,-3.899e-16,*,55000.00,74.42,3.90,*,*,*,*,*,*,*
654,J1347-5947,J1347-5947,13:47:19.3,-59:47:39.8,51294.00,1.639447,-3.806e-14,*,51294.00,293.40,6.54,11.000,19.000,*,0.67,*,*,*
655,J1348-6307,J1348-6307,13:48:42.4,-63:07:04,51304.00,1.077851,-4.400e-15,*,51304.00,597.00,8.18,79.000,*,*,0.51,*,*,*
656,J1349-6130,J1349-6130,13:49:36.6,-61:30:17.1,51138.00,3.855602,-7.619e-14,*,51138.00,284.60,5.82,6.200,14.000,*,0.58,*,*,*
657,J1349-63,J1349-63,13:49:18,-63:56,*,2.680721,*,*,*,478.00,8.04,23.000,49.700,*,*,*,*,*
658,J1350-5115,J1350-5115,13:50:16.1,-51:15:24.7,49485.39,3.381815,-8.607e-15,*,49485.39,90.39,4.52,6.000,11.000,9.00,*,*,*,*
659,J1352-6803,J1352-6803,13:52:34.4,-68:03:37.1,51650.00,1.590071,-3.120e-15,*,51650.00,214.60,14.24,28.000,330.000,*,1.10,*,*,*
660,J1354-6249,J1354-6249,13:54:35,-62:49:30,51396.00,0.338760,-1.698e-15,*,51396.00,254.00,5.62,57.000,*,*,0.24,*,*,*
661,B1352-51,J1355-5153,13:55:58.6,-51:53:53.8,43556.85,1.552069,-6.776e-15,*,43556.85,112.10,6.47,12.000,22.000,12.00,*,*,*,*
662,J1355-5747,J1355-5747,13:55:36.9,-57:47:15,53513.00,0.490515,-1.720e-16,*,53513.00,229.00,7.58,29.000,57.000,*,0.36,*,*,*
663,J1355-5925,J1355-5925,13:55:59.1,-59:25:00.9,51730.00,0.824143,-4.066e-15,*,51730.00,354.80,8.43,21.000,43.000,*,0.55,*,*,*
664,J1355-6206,J1355-6206,13:55:21.3,-62:06:20.1,51724.00,3.615289,-4.052e-17,*,51724.00,547.00,7.95,19.000,*,*,0.54,*,*,*
665,J1356-5521,J1356-5521,13:56:50.5,-55:21:12.9,49016.00,1.970911,-2.810e-15,*,49016.00,174.17,8.75,17.000,32.000,12.00,1.50,*,*,*
666,B1353-62,J1357-62,13:57:25,-62:28,47900.00,2.194132,*,*,47900.00,416.80,6.94,20.000,42.000,*,8.70,*,*,*
667,J1357-6429,J1357-6429,13:57:02.4,-64:29:30.2,52921.00,6.020168,-1.305e-11,1.158e-21,52921.00,128.50,4.09,15.000,31.000,*,0.44,*,HE[lzg+11],1
668,J1358-2533,J1358-2533,13:58:42,-25:33,48742.00,1.095325,*,*,48742.00,31.27,3.08,35.000,82.000,6.00,*,*,*,*
669,B1356-60,J1359-6038,13:59:58.2,-60:38:08.0,43555.72,7.843089,-3.899e-13,*,43555.72,293.71,5.00,3.900,7.400,105.00,7.60,*,*,*
670,J1400-1438,J1400-1438,14:00:30.3,-14:38:14.4,56008.00,324.229698,-0.000e+00,*,56008.00,4.93,0.27,*,*,*,*,*,*,*
671,J1400-6325,J1400-6325,14:00:45.6,-63:25:42.6,55105.00,32.070194,-4.001e-11,*,55105.00,563.00,7.00,*,*,*,0.25,*,HE,*
672,B1358-63,J1401-6357,14:01:52.4,-63:57:45.5,46916.00,1.186536,-2.355e-14,*,46800.00,98.00,1.80,10.000,19.000,34.00,6.20,*,*,*
673,B1359-51,J1402-5124,14:02:57,-51:24,43420.00,0.724545,*,*,43420.00,39.00,1.52,15.000,*,10.00,*,*,*,*
674,J1403-6310,J1403-6310,14:03:14.0,-63:10:27,51341.00,2.505197,-5.648e-16,*,51341.00,305.00,6.14,18.000,33.000,*,0.65,*,*,*
675,J1403-7646,J1403-7646,14:03:04.1,-76:46:57.5,49526.44,0.765581,-7.057e-16,*,49526.44,100.60,7.03,17.000,78.000,4.00,*,*,*,*
676,J1404+12,J1404+12,14:04:40,+12:03,*,0.377320,*,*,*,25.00,1.90,*,*,3.00,*,*,*,*
677,J1405-4656,J1405-4656,14:05:21.4,-46:56:02.3,55692.70,131.540810,-4.828e-16,*,55692.70,13.88,0.74,*,*,*,0.92,*,*,*
678,J1405-5641,J1405-5641,14:05:12.4,-56:41:24.2,52898.00,1.619237,-3.140e-15,*,52898.00,273.00,21.30,13.000,*,*,0.10,*,*,*
679,J1406-5806,J1406-5806,14:06:01.2,-58:06:32,51730.00,3.468017,-7.349e-15,*,51730.00,229.00,6.73,49.000,*,*,0.84,*,*,*
680,J1406-6121,J1406-6121,14:06:50.0,-61:21:27.9,51111.00,4.693191,-1.205e-12,*,51111.00,542.30,9.11,16.000,*,*,0.36,*,*,*
681,J1407-6048,J1407-6048,14:07:58.6,-60:48:58.8,51161.00,2.031099,-1.302e-14,*,51161.00,575.20,9.70,21.000,*,*,0.20,*,*,*
682,J1407-6153,J1407-6153,14:07:56.5,-61:53:59,51093.00,1.425283,-1.797e-14,*,51093.00,645.00,9.75,57.000,*,*,0.36,*,*,*
683,J1409-6953,J1409-6953,14:09:16.9,-69:53:34.4,55191.00,1.891823,-3.006e-15,*,55191.00,163.00,12.60,*,*,*,*,*,*,*
684,J1410-6132,J1410-6132,14:10:24,-61:32,54357.30,19.979243,-1.277e-11,*,54357.30,960.00,30.00,*,*,*,6.00,*,*,*
685,J1410-7404,J1410-7404,14:10:07.3,-74:04:53.3,51460.00,3.587709,-8.675e-17,*,51460.00,54.24,2.15,1.800,3.500,*,*,*,*,*
686,J1412-6111,J1412-6111,14:12:59.6,-61:11:30.5,51031.00,1.889800,-6.830e-15,*,51031.00,311.80,5.95,12.000,22.000,*,0.44,*,*,*
687,J1412-6145,J1412-6145,14:12:07.6,-61:45:28.8,51186.00,3.172338,-9.929e-13,*,51186.00,514.70,9.32,12.000,18.000,*,0.47,*,*,*
688,J1412+7922,J1412+7922,14:12:55.8,+79:22:03.7,55094.00,16.892402,-1.141e-16,*,55094.00,*,*,*,*,*,*,*,NRAD,*
689,J1413-6141,J1413-6141,14:13:09.8,-61:41:13,51500.00,3.501099,-4.087e-12,*,51500.00,677.00,11.00,37.000,57.000,*,0.61,*,*,*
690,J1413-6205,J1413-6205,14:13:29.9,-62:05:38,54800.00,9.112390,-2.298e-12,*,54800.00,*,*,*,*,*,*,*,NRAD,1
691,J1413-6222,J1413-6222,14:13:05.4,-62:22:27.8,51092.00,3.419883,-2.607e-14,*,51092.00,808.10,27.74,23.000,*,*,0.96,*,*,*
692,B1409-62,J1413-6307,14:13:31.3,-63:07:35.4,48375.50,2.531993,-4.766e-14,*,48375.50,121.98,3.68,4.100,9.200,*,0.90,*,*,*
693,J1414-6802,J1414-6802,14:14:25.7,-68:02:58,51650.00,0.215974,-2.981e-16,*,51650.00,153.50,6.60,100.000,180.000,*,*,*,*,*
694,J1415-6621,J1415-6621,14:15:31.2,-66:21:12.2,51396.18,2.547907,-3.765e-15,*,51396.18,260.17,14.40,8.900,17.000,*,0.71,*,*,*
695,J1416-5033,J1416-5033,14:16:44.6,-50:33:17,55337.00,1.258048,-1.899e-16,*,55337.00,58.50,1.99,*,*,*,*,*,*,*
696,J1416-6037,J1416-6037,14:16:30.5,-60:37:59.5,51031.00,3.383173,-4.899e-14,*,51031.00,289.20,5.72,13.000,20.000,*,0.70,*,*,*
697,J1418-3921,J1418-3921,14:18:50.2,-39:21:18.5,49014.00,0.911738,-7.392e-16,*,49014.00,60.49,5.04,25.000,53.000,24.00,1.40,*,*,*
698,J1418-5945,J1418-5945,14:18:32.3,-59:45:00,51668.00,0.597873,-9.687e-17,*,51668.00,369.00,9.31,64.000,*,*,0.18,*,*,*
699,J1418-6058,J1418-6058,14:18:42.7,-60:57:49,54944.00,9.043798,-1.385e-11,6.400e-22,54944.00,*,*,*,*,*,*,*,NRAD,*
700,B1417-54,J1420-5416,14:20:29.1,-54:16:23,43557.87,1.068636,-2.707e-16,*,43557.87,129.60,4.90,25.000,42.000,9.00,*,*,*,*
701,J1420-5625,J1420-5625,14:20:03.0,-56:25:55.0,52558.00,29.310788,-5.800e-17,*,52558.00,64.56,1.74,1.300,12.000,*,0.13,*,*,*
702,J1420-6048,J1420-6048,14:20:08.2,-60:48:16.4,51600.00,14.667084,-1.789e-11,*,51600.00,358.80,7.65,9.300,16.000,*,0.90,*,"HE[rrj01,waa+09]",*
703,J1422-6138,J1422-6138,14:22:27.0,-61:38:28,55214.00,2.932828,-8.329e-13,-1.500e-23,55214.00,*,*,*,*,*,0.00,*,NRAD,2
704,J1423-6953,J1423-6953,14:23:26.7,-69:53:42.8,53000.00,2.999304,-1.306e-14,*,53000.00,123.98,6.38,3.300,*,*,*,*,*,*
705,J1424-5556,J1424-5556,14:24:12.7,-55:56:13.9,52260.00,1.298069,-1.315e-15,*,52260.00,198.70,7.71,22.000,36.000,*,0.38,*,*,*
706,J1424-56,J1424-56,14:24:23,-56:40:47,*,0.700771,*,*,*,32.90,1.22,7.000,*,*,*,*,RRAT,*
707,J1424-5822,J1424-5822,14:24:32.1,-58:22:56.0,51368.00,2.726772,-2.932e-14,*,51368.00,323.90,10.19,12.000,22.000,*,1.10,*,*,*
708,J1424-6438,J1424-6438,14:24:59.2,-64:38:10.0,51780.00,0.977036,-2.291e-16,*,51780.00,248.00,8.31,68.000,*,*,0.24,*,*,*
709,J1425-5723,J1425-5723,14:25:36.5,-57:23:30.8,51468.00,2.830753,-1.763e-16,*,51468.00,43.40,1.46,7.100,135.000,*,0.24,*,*,*
710,J1425-5759,J1425-5759,14:25:59.1,-57:59:10.2,51496.00,1.412694,-1.481e-15,*,51496.00,325.00,10.81,9.600,*,*,0.09,*,*,*
711,J1425-6210,J1425-6210,14:25:07.7,-62:10:04.9,51031.00,1.993103,-1.900e-15,*,51031.00,430.10,9.98,11.000,*,*,0.19,*,*,*
712,J1427-4158,J1427-4158,14:27:50.7,-41:58:56.3,53000.00,1.705072,-1.806e-15,*,53000.00,71.00,5.89,19.200,23.900,*,*,*,*,*
713,B1424-55,J1428-5530,14:28:26.2,-55:30:50.2,46916.00,1.753492,-6.397e-15,*,46800.00,82.40,2.29,14.000,25.000,35.00,3.90,*,*,*
714,J1429-5911,J1429-5911,14:29:58.6,-59:11:36.6,54800.00,8.632402,-2.273e-12,*,54800.00,*,*,*,*,*,*,*,NRAD,*
715,J1429-5935,J1429-5935,14:29:25.9,-59:35:58.9,51232.00,1.309046,-7.326e-14,*,51232.00,456.70,10.62,14.000,*,*,0.11,*,*,*
716,B1426-66,J1430-6623,14:30:40.8,-66:23:05.0,46916.00,1.273170,-4.489e-15,*,46800.00,65.30,1.80,18.000,28.000,130.00,8.00,*,*,*
717,J1431-4715,J1431-4715,14:31:44.6,-47:15:27.5,55756.10,497.029394,-3.486e-15,*,55756.10,59.35,2.42,*,*,*,0.73,*,*,*
718,J1431-5740,J1431-5740,14:31:03.4,-57:40:11.6,55865.00,243.276805,-3.800e-16,*,55865.00,131.46,4.07,0.176,0.482,*,0.35,*,*,*
719,J1432-5032,J1432-5032,14:32:52.2,-50:32:17.3,54842.00,0.491403,-1.431e-15,*,54842.00,113.00,5.72,*,*,*,*,*,*,*
720,J1433-6038,J1433-6038,14:33:13.1,-60:38:34.7,54087.90,0.511658,-1.474e-15,*,54087.90,409.00,9.74,35.000,*,*,0.23,*,*,*
721,J1434-6006,J1434-6006,14:34:05.3,-60:06:29.0,51396.00,3.264050,-3.218e-14,*,51396.00,332.00,7.25,5.500,*,*,0.24,*,*,*
722,J1434-6029,J1434-6029,14:34:39.1,-60:29:49,51137.00,1.038046,-1.110e-15,*,51137.00,282.00,5.78,19.000,*,*,0.14,*,*,*
723,J1434+7257,J1434+7257,14:33:59.7,+72:57:26.5,55891.00,23.957175,-3.157e-16,*,55891.00,12.61,0.75,1.900,*,1.30,*,*,*,*
724,J1435-5954,J1435-5954,14:35:00.3,-59:54:49.2,50545.00,2.114185,-6.898e-15,*,50545.00,44.26,1.46,19.000,33.000,*,3.60,*,*,*
725,J1435-6100,J1435-6100,14:35:20.2,-61:00:57.9,51270.00,106.975072,-2.800e-16,*,51270.00,113.70,3.25,1.100,*,*,0.25,*,*,*
726,J1437-5959,J1437-5959,14:37:01.9,-59:59:01.4,54827.00,16.208474,-2.256e-12,*,54827.00,549.60,11.12,7.000,*,*,0.07,*,*,*
727,J1437-6146,J1437-6146,14:37:15.3,-61:46:02.0,51614.00,2.138505,-2.895e-14,*,51614.00,200.50,4.77,17.000,*,*,0.24,*,*,*
728,J1439-5501,J1439-5501,14:39:39.7,-55:01:23.6,53200.00,34.922434,-1.729e-16,*,53200.00,14.56,0.76,*,*,*,0.42,*,*,*
729,J1439+76,J1439+76,14:39,+76:55,*,1.054960,*,*,*,22.29,1.78,*,*,*,*,*,RRAT,*
730,B1436-63,J1440-6344,14:40:31.3,-63:44:47.6,43555.77,2.175780,-5.303e-15,*,43555.77,124.20,4.03,9.700,23.000,21.00,0.78,*,*,*
