,Name,PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,F2,PEPOCH,DM,DIST,W50,W10,S400,S1400,SPINDX,PSRTYPE,NGLT
395,J1022-5813,J1022-5813,10:22:28.1,-58:13:30,51398.00,0.608374,-5.382e-14,*,51398.00,714.00,30.00,36.000,*,*,0.20,*,*,*
396,J1023+0038,J1023+0038,10:23:47.6,+00:38:40.8,54802.00,592.421468,-4.212e-15,*,54802.00,14.32,1.37,*,*,*,*,*,HE,*
397,J1023-5746,J1023-5746,10:23:02.9,-57:46:05,54856.00,8.970828,-3.088e-11,7.100e-21,54856.00,*,*,*,*,*,*,*,NRAD,1
398,J1024-0719,J1024-0719,10:24:38.6,-07:19:19.3,54500.00,193.715683,-6.952e-16,*,54500.00,6.49,1.10,0.521,1.510,4.60,1.50,-1.90,HE[egc+13],*
399,J1028-5819,J1028-5819,10:28:28.0,-58:19:05.2,54562.00,10.940532,-1.927e-12,*,54562.00,96.53,2.76,0.160,*,*,0.36,*,HE[aaa+09],*
400,J1031-6117,J1031-6117,10:31:02.2,-61:17:50.6,51496.00,3.263592,-1.900e-14,*,51496.00,506.80,30.00,10.000,*,*,0.12,*,*,*
401,J1032-5206,J1032-5206,10:32:27.6,-52:06:08.5,52161.00,0.415348,-3.086e-15,*,52161.00,139.00,4.33,21.000,71.000,*,0.19,*,*,*
402,B1030-58,J1032-5911,10:32:07,-59:10,44095.23,2.154207,-1.392e-14,*,44095.23,418.20,7.26,7.700,17.000,14.00,0.93,*,*,*
403,J1034-3224,J1034-3224,10:34:19.5,-32:24:26.0,50705.00,0.869119,-1.741e-16,3.500e-28,50705.00,50.75,4.68,23.000,194.000,41.00,4.70,*,*,*
404,J1035-6345,J1035-6345,10:35:03.0,-63:45:18.4,51875.00,1.725397,-1.043e-15,*,51875.00,189.70,6.54,8.200,14.000,*,0.24,*,*,*
405,J1036-4926,J1036-4926,10:36:13.0,-49:26:21.7,48734.00,1.959370,-6.328e-15,*,48734.00,136.53,8.71,15.000,22.000,9.00,*,*,*,*
406,J1036-6559,J1036-6559,10:36:20.0,-65:59:09.2,55010.00,1.874408,-4.785e-15,*,55010.00,158.36,7.86,*,*,*,*,*,*,*
407,J1036-8317,J1036-8317,10:36,-83:17,*,293.427230,*,*,*,27.00,1.59,*,*,*,*,*,HE,*
408,J1038+0032,J1038+0032,10:38:26.9,+00:32:43.6,53000.00,34.660173,-8.049e-17,*,53000.00,26.59,2.36,2.100,5.600,*,0.20,*,*,*
409,B1036-58,J1038-5831,10:38:19.7,-58:31:27.1,47910.63,1.510592,-2.855e-15,*,47910.63,72.74,2.43,16.000,22.000,*,0.79,*,*,*
410,B1039-19,J1041-1942,10:41:36.1,-19:42:13.6,48738.00,0.721309,-4.916e-16,6.600e-29,48738.00,33.78,3.18,61.800,72.900,28.00,4.00,-1.40,*,*
411,B1039-55,J1042-5521,10:42:00.6,-55:21:05.5,43557.66,0.854074,-4.911e-15,*,43557.66,306.50,6.98,25.000,39.000,14.00,0.62,*,*,*
412,J1043-6116,J1043-6116,10:43:55.2,-61:16:50.8,51368.00,3.464983,-1.249e-13,*,51368.00,449.20,18.20,7.000,14.000,*,0.91,*,*,*
413,J1044-5737,J1044-5737,10:44:32.8,-57:37:19.3,54800.00,7.192750,-2.826e-12,*,54800.00,*,*,*,*,*,*,*,NRAD,*
414,J1045-4509,J1045-4509,10:45:50.1,-45:09:54.1,54500.00,133.793150,-3.162e-16,*,54500.00,58.14,0.34,0.840,1.450,15.00,2.70,-2.00,*,*
415,J1046+0304,J1046+0304,10:46:43.2,+03:04:06.9,53065.00,3.064933,-1.167e-15,*,53065.00,25.30,2.25,23.000,58.000,*,0.30,*,*,*
416,B1044-57,J1046-5813,10:46:18.8,-58:13:51.8,43555.55,2.706897,-8.382e-15,*,43555.55,240.20,4.80,9.100,16.000,18.00,1.10,*,*,*
417,J1047-3032,J1047-3032,10:47:00.8,-30:32:18.0,51019.00,3.027294,-5.591e-16,1.400e-26,51019.00,52.54,4.14,16.000,28.000,8.00,0.18,*,*,*
418,J1047-58,J1047-58,10:47:56,-58:41,55779.00,0.812156,*,*,55779.00,69.30,2.33,3.700,*,*,*,*,RRAT,*
419,J1047-6709,J1047-6709,10:47:28.2,-67:09:51.0,49139.00,5.039016,-4.284e-14,*,49139.00,116.16,4.67,9.000,21.000,4.00,4.00,*,*,*
420,B1046-58,J1048-5832,10:48:12.2,-58:32:05.8,50889.00,8.085992,-6.298e-12,-3.900e-22,50889.00,129.10,2.90,5.600,9.700,*,6.50,*,"HE[klm+00,aaa+09i]",3
421,J1049-5833,J1049-5833,10:49:50.3,-58:33:44.6,51031.00,0.454066,-9.100e-16,*,51031.00,446.80,9.73,33.000,59.000,*,0.72,*,*,*
422,J1050-5953,J1050-5953,10:50:07.1,-59:53:21.4,51650.00,0.154989,-9.150e-13,*,51650.00,*,9.00,*,*,*,*,*,"AXP,NRAD",2
423,J1052-5954,J1052-5954,10:52:38.1,-59:54:44.1,51683.00,5.537359,-6.127e-13,*,51683.00,491.00,13.55,11.000,*,*,0.15,*,*,*
424,J1052-6348,J1052-6348,10:52:53.3,-63:48:16.6,52477.00,2.605317,-2.630e-15,*,52477.00,167.50,5.27,10.000,*,*,0.11,*,*,*
425,J1054-5943,J1054-5943,10:54:57.7,-59:43:14.1,51395.00,2.882601,-3.385e-14,*,51395.00,330.70,6.81,4.800,9.400,*,0.31,*,*,*
426,J1054-5946,J1054-5946,10:54:30.4,-59:46:31.0,55337.00,4.379736,-4.009e-15,*,55337.00,253.90,5.81,*,*,*,*,*,*,*
427,J1054-6452,J1054-6452,10:54:08.8,-64:52:37.5,51875.00,0.543477,-9.270e-16,*,51875.00,234.00,13.53,22.000,42.000,*,0.25,*,*,*
428,J1055-6022,J1055-6022,10:55:48.5,-60:22:52,52746.00,1.055344,-1.029e-13,*,52746.00,590.00,25.63,23.000,*,*,0.16,*,*,*
429,J1055-6028,J1055-6028,10:55:39.1,-60:28:37.5,54362.20,10.034032,-2.973e-12,*,54362.20,635.90,30.00,6.000,*,*,0.78,*,HE,*
430,J1055-6236,J1055-6236,10:55:54.6,-62:36:48.3,51703.00,2.228981,-3.518e-15,*,51703.00,149.70,3.64,7.300,14.000,*,0.12,*,*,*
431,J1055-6905,J1055-6905,10:55:44.7,-69:05:11.4,51500.00,0.342536,-2.386e-15,*,51500.00,142.80,11.91,47.000,87.000,*,*,*,*,*
432,J1056-5709,J1056-5709,10:56:43.7,-57:09:34.5,51216.00,1.479111,-1.260e-15,*,51216.00,436.50,17.61,16.000,*,*,0.11,*,*,*
433,B1054-62,J1056-6258,10:56:25.5,-62:58:47.6,46917.00,2.367160,-2.004e-14,*,46800.00,320.30,2.40,20.000,39.000,45.00,21.00,*,*,*
434,J1056-7117,J1056-7117,10:56:45.9,-71:17:53.3,57436.50,38.008828,-9.100e-17,*,57436.50,93.04,5.27,5.000,*,*,0.34,*,*,*
435,J1057-4754,J1057-4754,10:57:53.1,-47:54:57.6,53000.00,1.591581,-5.694e-16,*,53000.00,60.00,3.03,20.000,*,*,*,*,*,*
436,B1055-52,J1057-5226,10:57:58.9,-52:26:56.2,54530.00,5.073371,-1.501e-13,*,43555.62,30.10,1.53,14.000,17.000,80.00,*,*,HE,*
437,B1056-78,J1057-7914,10:57:27.4,-79:14:24.2,43558.50,0.742169,-7.309e-16,*,43558.50,51.00,3.46,22.000,40.000,6.50,*,*,*,*
438,J1058-5957,J1058-5957,10:58:34.2,-59:57:36.4,51446.00,1.622665,-1.730e-15,*,51446.00,334.00,7.11,16.000,23.000,*,0.51,*,*,*
439,B1056-57,J1059-5742,10:59:00.9,-57:42:14.2,47688.47,0.843883,-3.062e-15,*,47688.47,108.70,2.75,18.000,34.000,19.00,1.20,*,*,*
440,J1101-6101,J1101-6101,11:01:44.9,-61:01:39.6,56494.00,15.923547,-2.170e-12,*,56494.00,*,7.00,*,*,*,*,*,NRAD,*
441,J1101-6424,J1101-6424,11:01:37.1,-64:24:39.3,56597.00,195.722565,-6.895e-17,*,56597.00,207.00,7.86,0.540,1.390,*,0.27,*,*,*
442,J1101+65,J1101+65,11:02,+65:07,*,0.275382,*,*,*,19.00,1.57,*,*,10.40,*,*,*,*
443,J1103-5403,J1103-5403,11:03:33.2,-54:03:43.2,55300.00,294.749655,-3.200e-16,*,55300.00,103.92,3.16,0.140,*,*,0.18,*,HE[kjr+11],*
444,J1103-6025,J1103-6025,11:03:31.4,-60:25:36.3,51489.00,2.521516,-6.297e-15,*,51489.00,275.90,6.83,5.500,10.000,*,0.17,*,*,*
445,J1104-6103,J1104-6103,11:04:17.2,-61:03:03.8,49177.00,3.559919,-2.492e-14,*,49177.00,78.51,2.31,4.900,*,5.00,0.24,*,*,*
446,J1105-43,J1105-43,11:05:24,-43:57:01,*,2.848191,*,*,*,38.00,2.20,*,*,*,*,*,*,*
447,J1105-6107,J1105-6107,11:05:26.1,-61:07:51.4,50794.00,15.824552,-3.963e-12,-5.400e-23,50794.00,271.01,7.07,4.800,10.000,*,0.75,*,*,2
448,J1106-6438,J1106-6438,11:06:28.4,-64:39:00.0,51875.00,0.367927,-3.150e-16,*,51875.00,203.00,7.88,27.000,46.000,*,0.19,*,*,*
449,J1107-5907,J1107-5907,11:07:34.4,-59:07:18.7,53089.00,3.956114,-1.410e-16,*,53089.00,40.20,1.81,9.300,170.000,*,0.18,*,*,*
450,B1105-59,J1107-5947,11:07:58.7,-59:47:04,43558.51,0.659400,-1.478e-16,*,43558.51,158.40,3.52,45.000,80.000,7.00,0.43,*,*,*
451,J1107-6143,J1107-6143,11:07:12.3,-61:43:59,51397.00,0.555742,-4.812e-14,*,51397.00,406.00,13.72,26.000,50.000,*,0.38,*,*,*
452,B1107-56,J1110-5637,11:10:00.4,-56:37:32.9,48338.54,1.791303,-6.623e-15,*,48338.54,262.56,9.18,22.000,28.000,*,1.80,*,*,*
453,J1110+58,J1110+58,11:11,+58:52,*,1.260481,*,*,*,26.00,2.17,*,*,1.60,*,*,*,*
454,J1112-6103,J1112-6103,11:12:14.8,-61:03:31.1,51055.00,15.393650,-7.455e-12,*,51055.00,599.10,30.00,11.000,*,*,1.40,*,*,*
455,B1110-65,J1112-6613,11:12:38.5,-66:13:04.8,43555.62,2.992105,-7.377e-15,*,43555.62,249.30,19.31,15.000,30.000,19.00,2.60,*,*,*
456,B1110-69,J1112-6926,11:12:51.0,-69:26:31.0,43557.68,1.218793,-4.220e-15,*,43557.68,148.40,12.32,20.000,40.000,13.00,*,*,*,*
457,B1112-60,J1114-6100,11:14:22.5,-61:00:34.2,47910.64,1.135306,-5.940e-14,*,47910.64,677.00,30.00,29.000,60.000,*,2.00,*,*,*
458,B1112+50,J1115+5030,11:15:38.4,+50:30:12.2,49334.00,0.603704,-9.085e-16,-1.400e-28,49334.00,9.18,0.51,16.600,35.000,5.30,3.00,-1.80,*,*
459,J1115-6052,J1115-6052,11:15:53.6,-60:52:17.8,51031.00,3.849461,-1.072e-13,*,51031.00,228.20,6.76,5.400,10.000,*,0.38,*,*,*
460,B1114-41,J1116-4122,11:16:43.0,-41:22:43.9,51360.00,1.060268,-8.941e-15,*,48383.00,40.53,2.68,14.000,24.000,26.00,3.00,*,*,*
461,J1117-6154,J1117-6154,11:17:23.8,-61:54:22,51397.00,1.979817,-4.904e-14,*,51397.00,493.60,22.38,8.900,30.000,*,0.68,*,*,*
462,J1117-6447,J1117-6447,11:17:45.0,-64:47:58,51703.00,0.865597,-1.798e-16,*,51703.00,303.00,27.12,61.000,*,*,0.14,*,*,*
463,J1119-6127,J1119-6127,11:19:14.3,-61:27:49.5,52109.85,2.451203,-2.416e-11,6.389e-22,52109.85,707.40,8.40,24.000,48.000,*,0.80,*,HE[gkc+07],3
464,B1118-79,J1119-7936,11:19:40.8,-79:36:30.3,43557.71,0.438482,-7.056e-16,*,43557.71,27.40,1.52,46.000,70.000,7.00,*,*,*,*
465,J1120-3618,J1120-3618,11:20:22.4,-36:18:32.2,*,180.180180,*,*,*,45.10,4.50,*,*,*,*,*,*,*
466,B1119-54,J1121-5444,11:21:19.1,-54:44:05.5,43556.75,1.866427,-9.639e-15,*,43556.75,204.70,15.43,21.000,27.000,24.00,1.30,*,*,*
467,J1122+78,J1122+78,11:25:58,+78:23,*,238.016817,*,*,*,11.22,0.64,*,*,17.10,*,*,*,*
468,J1123-4844,J1123-4844,11:23:15.6,-48:44:22.7,49542.28,4.084325,-1.091e-15,*,49542.28,92.92,8.74,12.000,17.000,8.00,*,*,*,*
469,J1123-6102,J1123-6102,11:23:41.7,-61:02:06.2,51155.00,1.561930,-1.576e-14,*,51155.00,439.40,14.75,10.000,25.000,*,0.53,*,*,*
470,J1123-6259,J1123-6259,11:23:55.5,-62:59:10.7,50432.00,3.684136,-7.130e-14,*,50432.00,223.26,7.54,6.600,15.000,11.00,0.56,*,*,1
471,J1123-6651,J1123-6651,11:23:52.2,-66:51:49.0,49139.00,4.292280,-5.067e-14,*,49139.00,111.20,3.48,16.000,23.000,8.00,0.36,*,*,*
472,J1124-3653,J1124-3653,11:24,-36:00,*,414.937759,*,*,*,44.90,4.40,*,*,0.30,*,*,HE,*
473,J1124-5638,J1124-5638,11:24:56.4,-56:38:39.7,51752.00,5.389093,-2.614e-16,*,51752.00,289.50,23.74,15.000,*,*,0.31,*,*,*
474,J1124-5916,J1124-5916,11:24:39.0,-59:16:19,54683.28,7.381335,-4.100e-11,-8.600e-22,54683.28,330.00,5.00,*,*,*,0.08,*,HE[hsp+03],1
475,J1124-6421,J1124-6421,11:24:59.5,-64:21:17,51400.00,2.087253,-2.701e-15,*,51400.00,298.00,14.90,13.000,*,*,0.19,*,*,*
476,J1125-5825,J1125-5825,11:25:44.3,-58:25:16.8,55126.30,322.350433,-6.328e-15,*,55126.30,124.79,2.98,0.310,1.720,*,0.86,*,HE,*
477,J1125-6014,J1125-6014,11:25:55.2,-60:14:06.6,53141.00,380.173100,-5.790e-16,*,53141.00,52.95,1.94,0.210,*,*,0.05,*,*,*
478,J1126-27,J1126-27,11:26,-27:37,*,2.792040,*,*,*,26.86,2.10,*,*,*,*,*,RRAT,*
479,B1124-60,J1126-6054,11:26:52.6,-60:54:39.9,47909.90,4.932501,-6.843e-15,*,47909.90,280.27,8.05,5.100,105.000,*,1.00,*,*,*
480,J1126-6942,J1126-6942,11:26:21.6,-69:42:15.3,49524.42,1.725874,-9.835e-15,*,49524.42,55.33,2.07,13.000,25.000,9.00,*,*,*,*
481,J1128-6219,J1128-6219,11:28:46.7,-62:19:09,51660.00,1.938046,-4.132e-17,*,51660.00,675.00,30.00,93.000,*,*,0.27,*,*,*
482,J1129-53,J1129-53,11:29:21,-53:31,*,0.940840,*,*,*,77.00,2.68,*,*,*,*,*,RRAT,*
483,J1130-5826,J1130-5826,11:30:16.3,-58:26:02.3,51696.00,6.160538,-6.031e-16,*,51696.00,261.10,9.45,4.000,7.200,*,0.18,*,*,*
484,J1130-5925,J1130-5925,11:30:10.4,-59:25:34.1,51172.00,1.468464,-2.052e-15,*,51172.00,264.40,8.28,16.000,*,*,0.12,*,*,*
485,J1130-6807,J1130-6807,11:30:31.9,-68:07:28.5,50145.25,3.900874,-6.995e-15,*,50145.25,148.73,7.14,17.000,60.000,8.00,*,*,*,*
486,J1132-46,J1132-46,11:32:33,-46:55:06,*,3.073141,*,*,*,120.00,7.36,*,*,*,*,*,*,*
487,J1132-5627,J1132-5627,11:32:15.7,-56:27:28.9,52165.00,5.708862,-2.216e-15,*,52165.00,305.70,21.30,4.900,*,*,0.09,*,*,*
488,B1131-62,J1133-6250,11:33:51.4,-62:50:50.6,50013.17,0.977636,-4.320e-16,*,50013.17,567.80,30.00,255.000,305.000,*,2.90,*,*,*
489,J1135-49,J1135-49,11:35:56,-49:25:31,*,*,*,*,*,114.00,8.74,9.000,*,*,*,*,RRAT,*
490,J1135-6055,J1135-6055,11:35,-60:55,*,8.700000,-6.000e-12,*,*,*,*,*,*,*,*,*,*,*
491,B1133+16,J1136+1551,11:36:03.2,+15:51:04.4,46407.00,0.841812,-2.646e-15,8.700e-28,46407.00,4.85,0.35,31.700,41.800,257.00,32.00,-1.50,*,*
492,B1133-55,J1136-5525,11:36:02.1,-55:25:08.3,46800.00,2.741938,-6.176e-14,*,46800.00,85.50,2.60,15.000,27.000,23.00,4.00,*,*,*
493,J1137-6700,J1137-6700,11:37:32.0,-67:00:33.0,49139.00,1.797863,-2.318e-16,*,49139.00,228.04,19.53,89.000,136.000,14.00,1.20,*,*,*
494,J1138-6207,J1138-6207,11:38:21.6,-62:07:59.3,51171.00,8.506020,-9.028e-13,*,51171.00,519.80,24.50,12.000,*,*,0.49,*,*,*
495,J1141-3107,J1141-3107,11:41:25.6,-31:07:52.6,49765.90,1.857245,-6.761e-15,*,49765.90,30.77,2.72,21.000,32.000,10.00,*,*,*,*
496,J1141-3322,J1141-3322,11:41:42.7,-33:22:37.4,51019.00,3.430914,-5.455e-15,-3.090e-25,51019.00,46.45,3.84,4.800,7.000,8.00,1.00,*,*,1
497,J1141-6545,J1141-6545,11:41:07.0,-65:45:19.1,54637.00,2.538723,-2.776e-14,*,54637.00,116.08,3.00,4.400,14.000,*,3.30,*,*,1
498,J1142+0119,J1142+0119,11:42,+01:19,*,197.238659,*,*,*,19.20,2.04,*,*,*,*,*,*,*
499,J1142-6230,J1142-6230,11:42:52.5,-62:30:03.9,51137.00,1.790884,-2.500e-16,*,51137.00,343.80,10.81,30.000,*,*,0.26,*,*,*
500,J1143-5158,J1143-5158,11:43:15.0,-51:58:39.8,48917.00,1.480065,-1.523e-15,*,48917.00,159.03,10.68,8.000,24.000,7.00,0.30,*,*,*
501,J1143-5536,J1143-5536,11:43:09.7,-55:36:04.5,55213.00,1.459090,-1.033e-15,*,55213.00,185.00,11.44,*,*,*,*,*,*,*
502,J1144-6146,J1144-6146,11:44:34.8,-61:46:49,51032.00,1.012368,3.900e-17,*,51032.00,78.70,2.14,33.000,*,*,0.45,*,*,*
503,J1144-6217,J1144-6217,11:44:02.1,-62:17:30.3,51110.00,1.175551,-4.261e-14,*,51110.00,284.70,8.88,10.000,27.000,*,0.20,*,*,*
504,B1143-60,J1146-6030,11:46:07.7,-60:30:59.4,43555.65,3.658013,-2.401e-14,*,43555.65,111.68,2.59,11.000,15.000,17.00,3.60,*,*,*
505,J1147-66,J1147-66,11:47,-66,56158.00,268.817204,*,*,56158.00,133.80,4.26,0.790,*,*,0.80,*,*,*
506,J1148-5725,J1148-5725,11:48:28.5,-57:25:12.6,52837.00,0.280904,-8.760e-16,*,52837.00,174.00,6.99,53.000,*,*,0.12,*,*,*
507,J1148-6415,J1148-6415,11:48:37.8,-64:15:33,51474.00,0.308544,-2.570e-16,*,51474.00,241.00,9.07,37.000,*,*,0.06,*,*,*
508,J1151-6108,J1151-6108,11:51:56.8,-61:08:17.6,56714.00,9.839305,-9.951e-13,*,56714.00,216.00,7.65,5.650,9.890,*,0.06,*,*,*
509,J1152-5800,J1152-5800,11:52:10.0,-58:00:34,52746.00,0.558712,-4.000e-16,*,52746.00,191.00,7.87,16.000,*,*,0.12,*,*,*
510,J1152-6012,J1152-6012,11:52:53.8,-60:12:21,51397.00,2.655552,-4.714e-14,*,51397.00,74.00,2.09,9.600,*,*,0.17,*,*,*
511,J1153-21,J1153-21,11:53,-21:18,*,0.426716,*,*,*,34.80,2.76,*,*,*,*,*,RRAT,*
512,J1154-6250,J1154-6250,11:54:20.1,-62:50:02.7,51464.00,3.545952,-7.029e-15,*,51464.00,74.00,2.06,5.900,*,*,0.07,*,*,*
513,J1156-5707,J1156-5707,11:56:07.4,-57:07:01.9,52149.00,3.467293,-3.180e-13,*,52149.00,243.50,20.40,4.800,17.000,*,0.19,*,*,*
514,J1156-5909,J1156-5909,11:56:21.5,-59:09:12.3,49314.78,0.963455,-9.468e-16,*,49314.78,219.20,8.76,15.000,20.000,7.00,*,*,*,*
515,J1157-5112,J1157-5112,11:57:08.1,-51:12:56.1,51400.00,22.941448,-7.526e-17,*,51400.00,39.67,1.88,2.200,4.000,*,*,*,*,*
516,B1154-62,J1157-6224,11:57:15.2,-62:24:50.8,46901.00,2.496741,-2.451e-14,*,46800.00,325.20,4.00,13.000,47.000,145.00,5.90,*,*,*
517,J1159-6409,J1159-6409,11:59:21.7,-64:09:57,51767.00,1.498160,-5.387e-17,*,51767.00,178.00,6.03,210.000,*,*,0.47,*,*,*
518,J1159-7910,J1159-7910,11:59:35.7,-79:10:05.6,49524.41,1.904493,-1.022e-14,*,49524.41,59.24,4.36,16.000,25.000,6.00,*,*,*,*
519,J1201-6306,J1201-6306,12:01:23.0,-63:06:59.5,51676.00,1.688801,-1.014e-14,*,51676.00,683.00,30.00,13.000,*,*,0.13,*,*,*
520,B1159-58,J1202-5820,12:02:28.4,-58:20:33.4,43555.69,2.208478,-1.037e-14,*,43555.69,145.41,4.94,10.000,16.000,23.00,2.00,*,*,*
521,J1204-6843,J1204-6843,12:04:36.7,-68:43:17.1,51500.00,3.237704,-2.276e-15,*,51500.00,133.93,5.66,9.100,13.000,*,*,*,*,*
522,J1207-5050,J1207-5050,12:07:21.8,-50:50:30.3,*,206.611570,*,*,*,50.60,2.19,*,*,*,*,*,*,*
523,J1210-5226,J1210-5226,12:10:00.9,-52:26:28.4,53562.00,2.357764,-1.236e-16,*,53562.00,*,2.60,*,*,*,*,*,NRAD,*
524,J1210-5559,J1210-5559,12:10:05.9,-55:59:03.9,49020.00,3.574399,-9.274e-15,*,49020.00,174.35,11.65,8.000,12.000,23.00,2.10,*,*,*
525,J1210-6550,J1210-6550,12:10:42.0,-65:50:04.6,52499.00,0.236015,-2.400e-17,*,52499.00,37.00,1.58,39.000,*,*,0.17,*,*,*
526,J1211-6324,J1211-6324,12:11:24.1,-63:24:45.2,51489.00,2.309021,-1.370e-15,*,51489.00,333.80,12.30,15.000,24.000,*,0.45,*,*,*
527,J1214-5830,J1214-5830,12:14:08.4,-58:30:25.9,51546.00,1.099115,-6.451e-17,*,51546.00,141.10,4.83,9.400,18.000,*,0.14,*,*,*
528,J1215-5328,J1215-5328,12:15:00.6,-53:28:31.6,51500.00,1.571304,-2.839e-16,*,51500.00,163.00,11.24,40.000,*,*,*,*,*,*
529,J1216-50,J1216-50,12:16:20,-50:27:01,*,0.157356,*,*,*,110.00,8.44,9.000,*,*,*,*,RRAT,*
530,J1216-6223,J1216-6223,12:16:41.8,-62:23:57.8,51111.00,2.673462,-1.202e-13,*,51111.00,786.60,30.00,15.000,*,*,0.15,*,*,*
531,J1216-6410,J1216-6410,12:16:07.3,-64:10:09.2,53391.00,282.535706,-1.290e-16,*,53391.00,47.40,1.71,*,*,*,0.05,*,*,*
532,J1220-6318,J1220-6318,12:20:17.8,-63:18:46.5,51216.00,1.267087,-1.290e-16,*,51216.00,347.00,13.96,58.000,*,*,0.68,*,*,*
533,J1222-5738,J1222-5738,12:22:52.3,-57:38:20,51587.00,0.924929,-1.283e-16,*,51587.00,74.00,2.12,28.000,*,*,0.11,*,*,*
534,J1224-6208,J1224-6208,12:24:44.2,-62:08:41.1,51111.00,1.707180,-5.886e-14,*,51111.00,454.20,23.64,10.000,21.000,*,0.23,*,*,*
535,B1221-63,J1224-6407,12:24:22.1,-64:07:53.9,46916.00,4.619445,-1.057e-13,*,46800.00,97.47,4.00,6.100,9.100,48.00,3.90,*,HE[lsg+15],*
536,J1225-5556,J1225-5556,12:25:43.8,-55:56:43.1,48660.00,0.981881,-1.989e-15,*,48660.00,125.83,5.39,20.000,32.000,5.00,0.40,*,*,*
537,J1225-6035,J1225-6035,12:25:28.6,-60:35:37.6,51752.00,1.596618,-7.342e-16,*,51752.00,176.10,6.19,3.900,19.000,*,0.26,*,*,*
538,B1222-63,J1225-6408,12:25:42.8,-64:08:43,43558.59,2.383121,-5.373e-15,*,43558.59,415.10,24.60,8.100,22.000,11.00,0.38,*,*,*
539,J1226-32,J1226-32,12:26:50,-32:27,55000.00,0.161473,*,*,55000.00,37.00,3.51,*,*,*,*,*,RRAT,*
540,J1227-4853,J1227-4853,12:27:58.7,-48:53:42.7,56707.98,592.987774,-3.900e-15,*,56707.98,43.42,2.00,*,*,*,*,*,"HE[pdb+15,jrr+15]",*
541,J1227-6208,J1227-6208,12:27:00.4,-62:08:43.7,55991.20,28.962141,-1.572e-16,*,55991.20,363.00,15.82,1.300,*,*,0.22,*,*,*
542,J1227-63,J1227-63,12:27:12,-63:09,*,2.249324,*,*,*,359.00,15.49,15.000,34.400,*,*,*,*,*
543,J1231-1411,J1231-1411,12:31:11.3,-14:11:43.6,55100.00,271.453020,-1.680e-15,*,55100.00,8.09,0.45,*,*,*,*,*,HE,*
544,J1231-4609,J1231-4609,12:31:45.7,-46:09:45.2,53000.00,1.139940,-4.938e-17,*,53000.00,76.00,6.16,44.600,55.500,*,*,*,*,*
545,J1231-6303,J1231-6303,12:31:13.0,-63:03:18,51397.00,0.740063,-7.668e-16,*,51397.00,301.00,12.12,185.000,*,*,1.50,*,*,*
546,J1232-4742,J1232-4742,12:32:19.1,-47:42:50.9,53000.00,0.533904,-3.991e-18,*,53000.00,26.00,1.40,160.000,*,*,*,*,*,*
547,J1232-6501,J1232-6501,12:32:17.8,-65:01:03.3,51270.00,11.327349,-1.040e-16,*,51270.00,239.40,10.00,11.000,14.000,*,0.34,*,*,*
548,J1233-6312,J1233-6312,12:33:31.5,-63:12:29,51396.00,1.770666,-2.170e-14,*,51396.00,414.00,20.49,57.000,*,*,0.25,*,*,*
549,J1233-6344,J1233-6344,12:33:39.9,-63:44:55,51451.00,1.321193,-6.769e-15,*,51451.00,495.00,30.00,12.000,*,*,0.07,*,*,*
550,B1232-55,J1235-5516,12:35:19,-55:16,43558.61,1.566824,*,*,43558.61,100.00,3.89,44.000,70.000,4.50,1.00,*,*,*
551,J1235-6354,J1235-6354,12:35:57.7,-63:54:30.4,51700.00,3.894420,-2.988e-15,*,51700.00,439.90,27.05,10.000,*,*,0.16,*,*,*
552,J1236-5033,J1236-5033,12:36:59.1,-50:33:36.3,51500.00,3.392593,-1.791e-15,*,51500.00,105.02,8.29,12.000,17.000,*,*,*,*,*
553,J1237-6725,J1237-6725,12:37:25.9,-67:25:33.9,51702.00,0.473715,-4.914e-16,*,51702.00,176.50,7.80,32.000,47.000,*,0.36,*,*,*
554,J1238+21,J1238+21,12:38:23.1,+21:52:11.1,51438.00,0.893982,-1.155e-15,-8.700e-27,51438.00,17.50,1.77,*,*,2.00,*,*,*,*
555,B1237+25,J1239+2453,12:39:40.4,+24:53:49.2,46531.00,0.723354,-5.023e-16,-5.080e-28,46531.00,9.26,0.84,51.100,60.600,110.00,10.00,-1.80,*,*
556,B1236-68,J1239-6832,12:39:59.0,-68:32:27.7,43558.63,0.768103,-7.016e-15,*,43558.63,94.30,2.89,20.000,40.000,6.50,0.96,*,*,*
557,B1237-41,J1240-4124,12:40:17.6,-41:24:51.7,43564.84,1.952202,-6.627e-15,*,43564.84,44.10,3.59,10.000,20.000,3.50,*,*,*,*
558,J1243-5735,J1243-5735,12:43:35.3,-57:35:42.8,51590.00,2.122129,-3.603e-16,*,51590.00,270.60,19.20,12.000,74.000,*,0.14,*,*,*
559,B1240-64,J1243-6423,12:43:17.1,-64:23:23.8,46968.00,2.574129,-2.982e-14,*,46800.00,297.25,2.00,6.600,11.000,110.00,13.00,*,*,*
560,J1244-5053,J1244-5053,12:44:11.4,-50:53:20.6,51500.00,3.633627,-1.320e-14,*,51500.00,109.95,8.49,6.200,*,*,*,*,*,*
561,J1244-6359,J1244-6359,12:44:47.6,-63:59:47.4,56222.00,6.790050,-2.029e-16,*,56222.00,286.00,12.05,9.800,22.900,*,0.15,*,*,*
